movie_id,movie_title,year,original_language,genres,overview,keywords,cast,director,poster_path,vote_average,vote_count,popularity,soup
579974,RRR,2022,te,"Action, Adventure, Drama",A fictional history of two legendary revolutionaries' journey away from home before they began fighting for their country in the 1920s.,"rescue, revolution, liberation, slavery, male friendship, freedom fighter, british empire, interracial romance, historical fiction, period drama, historical, 1920s, history of india, killed in action, war","N.T. Rama Rao Jr., Ram Charan, Olivia Morris, Ray Stevenson, Alison Doody, Ajay Devgn, Alia Bhatt, Samuthirakani",S. S. Rajamouli,/u0XUBNQWlOvrh0Gd97ARGpIkL0.jpg,7.7,1582,8.2144,a fictional history of two legendary revolutionaries journey away from home before they began fighting for their country in the 1920s a fictional history of two legendary revolutionaries journey away from home before they began fighting for their country in the 1920s a fictional history of two legendary revolutionaries journey away from home before they began fighting for their country in the 1920s action adventure drama action adventure drama rescue revolution liberation slavery male friendship freedom fighter british empire interracial romance historical fiction period drama historical 1920s history of india killed in action war rescue revolution liberation slavery male friendship freedom fighter british empire interracial romance historical fiction period drama historical 1920s history of india killed in action war n t rama rao jr ram charan olivia morris ray stevenson alison doody ajay devgn alia bhatt samuthirakani s s rajamouli te te
256040,Bāhubali: The Beginning,2015,te,"Action, Drama","The young Shivudu is left as a foundling in a small village by his mother. By the time he’s grown up, it has become apparent that he possesses exceptional gifts. He meets the beautiful warrior princess Avanthika and learns that her queen has been held captive for the last 25 years. Shividu sets off to rescue her, discovering his own origins in the process.","kingdom, medieval india, ancient india, bilingual","Prabhas, Rana Daggubati, Tamannaah Bhatia, Anushka Shetty, Ramya Krishnan, Nassar, Sathyaraj, Prabhakar",S. S. Rajamouli,/9BAjt8nSSms62uOVYn1t3C3dVto.jpg,7.528,920,4.1711,the young shivudu is left as a foundling in a small village by his mother by the time he s grown up it has become apparent that he possesses exceptional gifts he meets the beautiful warrior princess avanthika and learns that her queen has been held captive for the last 25 years shividu sets off to rescue her discovering his own origins in the process the young shivudu is left as a foundling in a small village by his mother by the time he s grown up it has become apparent that he possesses exceptional gifts he meets the beautiful warrior princess avanthika and learns that her queen has been held captive for the last 25 years shividu sets off to rescue her discovering his own origins in the process the young shivudu is left as a foundling in a small village by his mother by the time he s grown up it has become apparent that he possesses exceptional gifts he meets the beautiful warrior princess avanthika and learns that her queen has been held captive for the last 25 years shividu sets off to rescue her discovering his own origins in the process action drama action drama kingdom medieval india ancient india bilingual kingdom medieval india ancient india bilingual prabhas rana daggubati tamannaah bhatia anushka shetty ramya krishnan nassar sathyaraj prabhakar s s rajamouli te te
811941,Devara: Part 1,2024,te,"Action, Drama","Devara, a fearless man from a coastal region, embarks on a perilous journey into the treacherous world of the sea to safeguard the lives of his people. Unbeknownst to him, his brother Bhaira is plotting a conspiracy against him. As events unfold, Devara passes on his legacy to his mild-mannered and timid son, Varada.","sea, ship, red sea, boat, fear, battle, unassuming, swords, ships, violence, boats","N.T. Rama Rao Jr., Saif Ali Khan, Prakash Raj, Srikanth, Kalaiyarasan, Shruti Marathe, Janhvi Kapoor, Shine Tom Chacko",Koratala Siva,/lQfuaXjANoTsdx5iS0gCXlK9D2L.jpg,6.907,215,4.0086,devara a fearless man from a coastal region embarks on a perilous journey into the treacherous world of the sea to safeguard the lives of his people unbeknownst to him his brother bhaira is plotting a conspiracy against him as events unfold devara passes on his legacy to his mild mannered and timid son varada devara a fearless man from a coastal region embarks on a perilous journey into the treacherous world of the sea to safeguard the lives of his people unbeknownst to him his brother bhaira is plotting a conspiracy against him as events unfold devara passes on his legacy to his mild mannered and timid son varada devara a fearless man from a coastal region embarks on a perilous journey into the treacherous world of the sea to safeguard the lives of his people unbeknownst to him his brother bhaira is plotting a conspiracy against him as events unfold devara passes on his legacy to his mild mannered and timid son varada action drama action drama sea ship red sea boat fear battle unassuming swords ships violence boats sea ship red sea boat fear battle unassuming swords ships violence boats n t rama rao jr saif ali khan prakash raj srikanth kalaiyarasan shruti marathe janhvi kapoor shine tom chacko koratala siva te te
801688,Kalki 2898-AD,2024,te,"Drama, Action, Fantasy, Science Fiction","In the year 2898 AD, around 6000 years after Kurukshetra war, Ashwatthama gears up for his final battle of redemption at the sign of hope in a dystopian world and Bhairava, a wisecracking and self-interested bounty hunter, tired of the perilous life becomes the hurdle in the process.","rebellion, hero, temple, dystopia, villain, desert, religious statue, futuristic society, quest, imperialism, ancient temple, indian folklore, evil empire, fantasy, indian gods","Amitabh Bachchan, Prabhas, Deepika Padukone, Kamal Haasan, Saswata Chatterjee, Shobana, Rajendra Prasad, Pasupathy",Nag Ashwin,/rstcAnBeCkxNQjNp3YXrF6IP1tW.jpg,6.422,172,3.624,in the year 2898 ad around 6000 years after kurukshetra war ashwatthama gears up for his final battle of redemption at the sign of hope in a dystopian world and bhairava a wisecracking and self interested bounty hunter tired of the perilous life becomes the hurdle in the process in the year 2898 ad around 6000 years after kurukshetra war ashwatthama gears up for his final battle of redemption at the sign of hope in a dystopian world and bhairava a wisecracking and self interested bounty hunter tired of the perilous life becomes the hurdle in the process in the year 2898 ad around 6000 years after kurukshetra war ashwatthama gears up for his final battle of redemption at the sign of hope in a dystopian world and bhairava a wisecracking and self interested bounty hunter tired of the perilous life becomes the hurdle in the process drama action fantasy science fiction drama action fantasy science fiction rebellion hero temple dystopia villain desert religious statue futuristic society quest imperialism ancient temple indian folklore evil empire fantasy indian gods rebellion hero temple dystopia villain desert religious statue futuristic society quest imperialism ancient temple indian folklore evil empire fantasy indian gods amitabh bachchan prabhas deepika padukone kamal haasan saswata chatterjee shobana rajendra prasad pasupathy nag ashwin te te
770906,Salaar: Part 1 - Ceasefire,2023,te,"Action, Crime, Drama","Set in the fictional dystopian city-state of Khansaar, the film follows the friendship between Deva, a tribesman, and Varadha, the prince of Khansaar. When a coup d'état is planned by his father's ministers and his relatives, Varadha enlists Deva's help to become Khansaar's undisputed ruler.","drama, action, salaar","Prabhas, Prithviraj Sukumaran, Shruti Haasan, Easwari Rao, Jagapati Babu, Bobby Simha, Sriya Reddy, Ramachandra Raju",Prashanth Neel,/nlu9WbcetNFRGXXPWITr30ob7W6.jpg,6.674,112,3.4266,set in the fictional dystopian city state of khansaar the film follows the friendship between deva a tribesman and varadha the prince of khansaar when a coup d tat is planned by his father s ministers and his relatives varadha enlists deva s help to become khansaar s undisputed ruler set in the fictional dystopian city state of khansaar the film follows the friendship between deva a tribesman and varadha the prince of khansaar when a coup d tat is planned by his father s ministers and his relatives varadha enlists deva s help to become khansaar s undisputed ruler set in the fictional dystopian city state of khansaar the film follows the friendship between deva a tribesman and varadha the prince of khansaar when a coup d tat is planned by his father s ministers and his relatives varadha enlists deva s help to become khansaar s undisputed ruler action crime drama action crime drama drama action salaar drama action salaar prabhas prithviraj sukumaran shruti haasan easwari rao jagapati babu bobby simha sriya reddy ramachandra raju prashanth neel te te
350312,Bāhubali 2: The Conclusion,2017,te,"Action, Adventure, Fantasy","When Mahendra, the son of Bāhubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.","kingdom, bilingual","Prabhas, Rana Daggubati, Anushka Shetty, Sathyaraj, Nassar, Ramya Krishnan, Subbaraju, Tamannaah Bhatia",S. S. Rajamouli,/21sC2assImQIYCEDA84Qh9d1RsK.jpg,7.456,845,3.0443,when mahendra the son of b hubali learns about his heritage he begins to look for answers his story is juxtaposed with past events that unfolded in the mahishmati kingdom when mahendra the son of b hubali learns about his heritage he begins to look for answers his story is juxtaposed with past events that unfolded in the mahishmati kingdom when mahendra the son of b hubali learns about his heritage he begins to look for answers his story is juxtaposed with past events that unfolded in the mahishmati kingdom action adventure fantasy action adventure fantasy kingdom bilingual kingdom bilingual prabhas rana daggubati anushka shetty sathyaraj nassar ramya krishnan subbaraju tamannaah bhatia s s rajamouli te te
1068452,Hi Nanna,2023,te,"Drama, Family, Romance","Six-year-old Mahi, a spirited child with cystic fibrosis, shares a deep yet complex bond with her father, Viraj, a dedicated single parent and successful fashion photographer. Her curiosity about her absent mother leads to a journey of discovery when she runs away with her loyal dog, Pluto. A chance encounter with a kind woman named Yashna sparks unexpected revelations, intertwining their lives in ways they never anticipated. Set against a backdrop of love, sacrifice, and redemption, Mahi’s story is a heartfelt exploration of family, resilience, and the enduring power of connection.",,"Nani, Mrunal Thakur, Baby Kiara Khanna, Jayaram, Shilpa Tulaskar, Priyadarshi Pullikonda, Angad Bedi, Viraj Ashwin",Shouryuv,/hhMLtq9m1aK0dpY9Wcq26XeDH2z.jpg,7.8,63,2.4668,six year old mahi a spirited child with cystic fibrosis shares a deep yet complex bond with her father viraj a dedicated single parent and successful fashion photographer her curiosity about her absent mother leads to a journey of discovery when she runs away with her loyal dog pluto a chance encounter with a kind woman named yashna sparks unexpected revelations intertwining their lives in ways they never anticipated set against a backdrop of love sacrifice and redemption mahi s story is a heartfelt exploration of family resilience and the enduring power of connection six year old mahi a spirited child with cystic fibrosis shares a deep yet complex bond with her father viraj a dedicated single parent and successful fashion photographer her curiosity about her absent mother leads to a journey of discovery when she runs away with her loyal dog pluto a chance encounter with a kind woman named yashna sparks unexpected revelations intertwining their lives in ways they never anticipated set against a backdrop of love sacrifice and redemption mahi s story is a heartfelt exploration of family resilience and the enduring power of connection six year old mahi a spirited child with cystic fibrosis shares a deep yet complex bond with her father viraj a dedicated single parent and successful fashion photographer her curiosity about her absent mother leads to a journey of discovery when she runs away with her loyal dog pluto a chance encounter with a kind woman named yashna sparks unexpected revelations intertwining their lives in ways they never anticipated set against a backdrop of love sacrifice and redemption mahi s story is a heartfelt exploration of family resilience and the enduring power of connection drama family romance drama family romance   nani mrunal thakur baby kiara khanna jayaram shilpa tulaskar priyadarshi pullikonda angad bedi viraj ashwin shouryuv te te
857598,Pushpa 2 - The Rule,2024,te,"Action, Drama, Thriller, Crime","As his smuggling empire grows, a brazen Pushpa longs for power and respect on his vengeful journey, while facing old rivals and new.","sequel, ego clash","Allu Arjun, Rashmika Mandanna, Fahadh Faasil, Jagadeesh Bandari, Rao Ramesh, Sunil Varma, Anasuya Bharadwaj, Ajay",Sukumar,/bhxZj3y59cK7JtGdV285dhDRaMe.jpg,6.296,137,2.4659,as his smuggling empire grows a brazen pushpa longs for power and respect on his vengeful journey while facing old rivals and new as his smuggling empire grows a brazen pushpa longs for power and respect on his vengeful journey while facing old rivals and new as his smuggling empire grows a brazen pushpa longs for power and respect on his vengeful journey while facing old rivals and new action drama thriller crime action drama thriller crime sequel ego clash sequel ego clash allu arjun rashmika mandanna fahadh faasil jagadeesh bandari rao ramesh sunil varma anasuya bharadwaj ajay sukumar te te
454292,Saaho,2019,te,"Action, Adventure, Thriller","A battle for power ensues as warring gangters thrive to gain possession of a ""black box"" that can make them richer than they already are, and an undercover cop intervenes with the help of his sharp intellect and an instinct to kill.","truck, gunfight, motorcycle chase, action hero, sujeeth cinematic universe","Prabhas, Shraddha Kapoor, Neil Nitin Mukesh, Chunky Panday, Mandira Bedi, Arun Vijay, Murali Sharma, Jackie Shroff",Sujeeth,/abjWQwUakmBUecf73jiZDx5iex0.jpg,5.743,111,2.4472,a battle for power ensues as warring gangters thrive to gain possession of a black box that can make them richer than they already are and an undercover cop intervenes with the help of his sharp intellect and an instinct to kill a battle for power ensues as warring gangters thrive to gain possession of a black box that can make them richer than they already are and an undercover cop intervenes with the help of his sharp intellect and an instinct to kill a battle for power ensues as warring gangters thrive to gain possession of a black box that can make them richer than they already are and an undercover cop intervenes with the help of his sharp intellect and an instinct to kill action adventure thriller action adventure thriller truck gunfight motorcycle chase action hero sujeeth cinematic universe truck gunfight motorcycle chase action hero sujeeth cinematic universe prabhas shraddha kapoor neil nitin mukesh chunky panday mandira bedi arun vijay murali sharma jackie shroff sujeeth te te
690957,Pushpa: The Rise,2021,te,"Action, Drama, Thriller","As Pushpa, a labourer, rises in the world of red sandalwood smuggling, he ends up making many enemies. However, violence ensues when the police try to topple his illegal business.","rags to riches, smugglers, sandalwood, egotistical, authoritarian","Allu Arjun, Rashmika Mandanna, Jagadeesh Bandari, Sunil Varma, Anasuya Bharadwaj, Dhananjay, Ajay Ghosh, Fahadh Faasil",Sukumar,/oaRk2HgOirEeNuDCwwScmq7rKvS.jpg,6.75,182,2.409,as pushpa a labourer rises in the world of red sandalwood smuggling he ends up making many enemies however violence ensues when the police try to topple his illegal business as pushpa a labourer rises in the world of red sandalwood smuggling he ends up making many enemies however violence ensues when the police try to topple his illegal business as pushpa a labourer rises in the world of red sandalwood smuggling he ends up making many enemies however violence ensues when the police try to topple his illegal business action drama thriller action drama thriller rags to riches smugglers sandalwood egotistical authoritarian rags to riches smugglers sandalwood egotistical authoritarian allu arjun rashmika mandanna jagadeesh bandari sunil varma anasuya bharadwaj dhananjay ajay ghosh fahadh faasil sukumar te te
894803,Sita Ramam,2022,te,"History, Romance, Drama","Afreen, a rebellious Pakistani student sets ablaze the car of an Indian in London. Angered Afreen returns to Pakistan to ask for money from her grandfather that she has to pay in a month's time as damages. However, she gets to know that he is no more and the only thing he has left for her is a letter-delivering task, written by Ram to Sita. As Afreen sets out to find Ram, there begins her journey of discovering the secret behind the 20-year-old letter.","loving, love in war, pure love, intense, romantic, classic, admiring, awestruck, vibrant, pure heart","Dulquer Salmaan, Mrunal Thakur, Rashmika Mandanna, Sumanth, Gautham Vasudev Menon, Tharun Bhascker, Vennela Kishore, Shatru",Hanu Raghavapudi,/t1O94ZBzsQXJihtVkrsStRLyUDR.jpg,7.8,104,2.0433,afreen a rebellious pakistani student sets ablaze the car of an indian in london angered afreen returns to pakistan to ask for money from her grandfather that she has to pay in a month s time as damages however she gets to know that he is no more and the only thing he has left for her is a letter delivering task written by ram to sita as afreen sets out to find ram there begins her journey of discovering the secret behind the 20 year old letter afreen a rebellious pakistani student sets ablaze the car of an indian in london angered afreen returns to pakistan to ask for money from her grandfather that she has to pay in a month s time as damages however she gets to know that he is no more and the only thing he has left for her is a letter delivering task written by ram to sita as afreen sets out to find ram there begins her journey of discovering the secret behind the 20 year old letter afreen a rebellious pakistani student sets ablaze the car of an indian in london angered afreen returns to pakistan to ask for money from her grandfather that she has to pay in a month s time as damages however she gets to know that he is no more and the only thing he has left for her is a letter delivering task written by ram to sita as afreen sets out to find ram there begins her journey of discovering the secret behind the 20 year old letter history romance drama history romance drama loving love in war pure love intense romantic classic admiring awestruck vibrant pure heart loving love in war pure love intense romantic classic admiring awestruck vibrant pure heart dulquer salmaan mrunal thakur rashmika mandanna sumanth gautham vasudev menon tharun bhascker vennela kishore shatru hanu raghavapudi te te
1239511,Lucky Baskhar,2024,te,"Thriller, Crime, Drama",A cash-strapped bank cashier embarks on a risky investment scheme and soon gets drawn into the murky world of money laundering.,"money laundering, anti hero, bank employee, investment","Dulquer Salmaan, Meenakshi Chaudhary, Rajkumar Kasireddy, Ramki, Maganti Srinath, Sai Kumar, Sachin Khedekar, Tinnu Anand",Venky Atluri,/a47JQFl9L7VDa79tEvnTOJe0rPa.jpg,7.592,76,1.992,a cash strapped bank cashier embarks on a risky investment scheme and soon gets drawn into the murky world of money laundering a cash strapped bank cashier embarks on a risky investment scheme and soon gets drawn into the murky world of money laundering a cash strapped bank cashier embarks on a risky investment scheme and soon gets drawn into the murky world of money laundering thriller crime drama thriller crime drama money laundering anti hero bank employee investment money laundering anti hero bank employee investment dulquer salmaan meenakshi chaudhary rajkumar kasireddy ramki maganti srinath sai kumar sachin khedekar tinnu anand venky atluri te te
628241,Ala Vaikunthapurramuloo,2020,te,"Action, Comedy, Drama, Family","After growing up enduring criticism from his father, a young man finds his world shaken upon learning he was switched at birth with a millionaire's son.","coma, exchange, hospital, class differences, rich, neglected child, poor, child exchange","Allu Arjun, Pooja Hegde, Murali Sharma, Jayaram, Sushanth, Samuthirakani, Tabu, Rajendra Prasad",Trivikram Srinivas,/2rzORJaegE2bbKNVkQXbZCeV0BP.jpg,6.588,108,1.8589,after growing up enduring criticism from his father a young man finds his world shaken upon learning he was switched at birth with a millionaire s son after growing up enduring criticism from his father a young man finds his world shaken upon learning he was switched at birth with a millionaire s son after growing up enduring criticism from his father a young man finds his world shaken upon learning he was switched at birth with a millionaire s son action comedy drama family action comedy drama family coma exchange hospital class differences rich neglected child poor child exchange coma exchange hospital class differences rich neglected child poor child exchange allu arjun pooja hegde murali sharma jayaram sushanth samuthirakani tabu rajendra prasad trivikram srinivas te te
1060046,HIT: The Third Case,2025,te,"Crime, Thriller, Action",The Homicide Intervention Team (HIT) sends ruthless police officer Arjun Sarkaar to find a group of killers and stop their grisly murder spree.,"investigation, violent death, anxious, brutal murder","Nani, Srinidhi Shetty, Komalee Prasad, Rao Ramesh, Surya Srinivas, Adil Pala, Prateik Smita Patil, Amit Sharma",Sailesh Kolanu,/wT9tGyFol4RBwkjESXUWeBdnLJn.jpg,6.8,51,1.8034,the homicide intervention team hit sends ruthless police officer arjun sarkaar to find a group of killers and stop their grisly murder spree the homicide intervention team hit sends ruthless police officer arjun sarkaar to find a group of killers and stop their grisly murder spree the homicide intervention team hit sends ruthless police officer arjun sarkaar to find a group of killers and stop their grisly murder spree crime thriller action crime thriller action investigation violent death anxious brutal murder investigation violent death anxious brutal murder nani srinidhi shetty komalee prasad rao ramesh surya srinivas adil pala prateik smita patil amit sharma sailesh kolanu te te
540468,Geetha Govindam,2018,te,Romance,"Vijay Govind, a young college lecturer who dreams of marriage falls for Geetha, a level-headed woman who's wary of strangers and isn't easy to convince. While things seem to go smoothly, Vijay makes a terrible mistake which not only derails any hope for his love story, but also potential repercussions with his family.",,"Vijay Deverakonda, Rashmika Mandanna, Vennela Kishore, Subbaraju, Rahul Ramakrishna, Annapoorna, Giri Babu, Ravi Prakash",Parasuram Petla,/sTreb0ajewXqeIqAyZ0IWtafoB5.jpg,7.0,79,1.4386,vijay govind a young college lecturer who dreams of marriage falls for geetha a level headed woman who s wary of strangers and isn t easy to convince while things seem to go smoothly vijay makes a terrible mistake which not only derails any hope for his love story but also potential repercussions with his family vijay govind a young college lecturer who dreams of marriage falls for geetha a level headed woman who s wary of strangers and isn t easy to convince while things seem to go smoothly vijay makes a terrible mistake which not only derails any hope for his love story but also potential repercussions with his family vijay govind a young college lecturer who dreams of marriage falls for geetha a level headed woman who s wary of strangers and isn t easy to convince while things seem to go smoothly vijay makes a terrible mistake which not only derails any hope for his love story but also potential repercussions with his family romance romance   vijay deverakonda rashmika mandanna vennela kishore subbaraju rahul ramakrishna annapoorna giri babu ravi prakash parasuram petla te te
443635,DJ: Duvvada Jagannadham,2017,te,"Action, Comedy, Crime","A righteous young man who helps everyone gain their rightful justice, gets recruited as an undercover agent to work on a high profile case that involves a crime lord working for a corrupt minister who also happens to be the father of his romantic interest.",,"Allu Arjun, Pooja Hegde, Rao Ramesh, Murali Sharma, Tanikella Bharani, Vennela Kishore, Subbaraju, Chandramohan",Harish Shankar,/okq2Q1f2alXGWQMLsCi4wXoAXt4.jpg,5.811,61,1.3712,a righteous young man who helps everyone gain their rightful justice gets recruited as an undercover agent to work on a high profile case that involves a crime lord working for a corrupt minister who also happens to be the father of his romantic interest a righteous young man who helps everyone gain their rightful justice gets recruited as an undercover agent to work on a high profile case that involves a crime lord working for a corrupt minister who also happens to be the father of his romantic interest a righteous young man who helps everyone gain their rightful justice gets recruited as an undercover agent to work on a high profile case that involves a crime lord working for a corrupt minister who also happens to be the father of his romantic interest action comedy crime action comedy crime   allu arjun pooja hegde rao ramesh murali sharma tanikella bharani vennela kishore subbaraju chandramohan harish shankar te te
607313,Sarileru Neekevvaru,2020,te,Action,A tough army major is deployed to Kurnool on a mission to keep the country safe from external threats.,"rescue, army, corruption, orphan, political intrigue , family dynamics","Mahesh Babu, Vijayashanti, Rashmika Mandanna, Prakash Raj, Sangeetha Krish, Rajendra Prasad, Vennela Kishore, Rao Ramesh",Anil Ravipudi,/66MSawKC7nkqjD1BMlQHXl6y3C.jpg,5.984,63,1.2808,a tough army major is deployed to kurnool on a mission to keep the country safe from external threats a tough army major is deployed to kurnool on a mission to keep the country safe from external threats a tough army major is deployed to kurnool on a mission to keep the country safe from external threats action action rescue army corruption orphan political intrigue family dynamics rescue army corruption orphan political intrigue family dynamics mahesh babu vijayashanti rashmika mandanna prakash raj sangeetha krish rajendra prasad vennela kishore rao ramesh anil ravipudi te te
23790,Magadheera,2009,te,Action,"A street-bike racer chances upon a woman and is struck by visions of a past life where they were both star-crossed lovers in a war-ridden kingdom 400 years ago, while the reincarnation of his romantic rival emerges with murderous intent.","warrior, reincarnated lovers","Ram Charan, Kajal Aggarwal, Dev Gill, Srihari, Sunil Varma, Surya Bhagawan Das, Chatrapathi Sekhar, Sarath Babu",S. S. Rajamouli,/xK7MEV56GF291VG0U5XnVJuvNv3.jpg,7.2,142,1.2501,a street bike racer chances upon a woman and is struck by visions of a past life where they were both star crossed lovers in a war ridden kingdom 400 years ago while the reincarnation of his romantic rival emerges with murderous intent a street bike racer chances upon a woman and is struck by visions of a past life where they were both star crossed lovers in a war ridden kingdom 400 years ago while the reincarnation of his romantic rival emerges with murderous intent a street bike racer chances upon a woman and is struck by visions of a past life where they were both star crossed lovers in a war ridden kingdom 400 years ago while the reincarnation of his romantic rival emerges with murderous intent action action warrior reincarnated lovers warrior reincarnated lovers ram charan kajal aggarwal dev gill srihari sunil varma surya bhagawan das chatrapathi sekhar sarath babu s s rajamouli te te
80276,Dookudu,2011,te,"Action, Comedy, Thriller","To protect his father recovering from a coma, a relentless cop must pose as the political leader his father always envisioned while hunting the men who tried to kill him.","coma, undercover, mafia boss, deception, revenge, mafia, tv show in film, make believe, father son relationship, love story, reality tv, tv show","Mahesh Babu, Samantha Ruth Prabhu, Prakash Raj, Sonu Sood, Brahmanandam, M. S. Narayana, Adithya Menon, Kota Srinivasa Rao",Sreenu Vaitla,/e9uffrN9z22uuiBF9B0bTDDvbjz.jpg,6.814,51,1.2355,to protect his father recovering from a coma a relentless cop must pose as the political leader his father always envisioned while hunting the men who tried to kill him to protect his father recovering from a coma a relentless cop must pose as the political leader his father always envisioned while hunting the men who tried to kill him to protect his father recovering from a coma a relentless cop must pose as the political leader his father always envisioned while hunting the men who tried to kill him action comedy thriller action comedy thriller coma undercover mafia boss deception revenge mafia tv show in film make believe father son relationship love story reality tv tv show coma undercover mafia boss deception revenge mafia tv show in film make believe father son relationship love story reality tv tv show mahesh babu samantha ruth prabhu prakash raj sonu sood brahmanandam m s narayana adithya menon kota srinivasa rao sreenu vaitla te te
459713,Mahanati,2018,te,"Drama, History","Mahanati depicts the life and career of one of Telugu cinema's greatest and most iconic starlets, the first Indian female super star, Savitri.","biography, autobiography, crying, director, secret marriage, savitri, love marriage","Keerthy Suresh, Dulquer Salmaan, Samantha Ruth Prabhu, Vijay Deverakonda, Prakash Raj, Shalini Pandey, Mohan Babu, Radha Krishna Jagarlamudi",Nag Ashwin,/5hwtlwoLdSpkoeusT0sf8qW5VFB.jpg,7.593,59,1.2283,mahanati depicts the life and career of one of telugu cinema s greatest and most iconic starlets the first indian female super star savitri mahanati depicts the life and career of one of telugu cinema s greatest and most iconic starlets the first indian female super star savitri mahanati depicts the life and career of one of telugu cinema s greatest and most iconic starlets the first indian female super star savitri drama history drama history biography autobiography crying director secret marriage savitri love marriage biography autobiography crying director secret marriage savitri love marriage keerthy suresh dulquer salmaan samantha ruth prabhu vijay deverakonda prakash raj shalini pandey mohan babu radha krishna jagarlamudi nag ashwin te te
148265,Eega,2012,te,"Fantasy, Action","Nani is a flower decorator, madly in love with his neighbor Bindhu. He gets killed by the baddie, Sudeep, a powerful businessman. Nani comes back as a housefly to get his revenge.","afterlife, reincarnation, revenge, murder, torture, bilingual","Sudeepa, Samantha Ruth Prabhu, Nani, Adithya Menon, Thagubothu Ramesh, Devadarshini, Chatrapathi Sekhar, Srinivasa Reddy",S. S. Rajamouli,/pX7fn4EZrg2YFlV4GNMIfHDOQZ6.jpg,7.082,244,1.2138,nani is a flower decorator madly in love with his neighbor bindhu he gets killed by the baddie sudeep a powerful businessman nani comes back as a housefly to get his revenge nani is a flower decorator madly in love with his neighbor bindhu he gets killed by the baddie sudeep a powerful businessman nani comes back as a housefly to get his revenge nani is a flower decorator madly in love with his neighbor bindhu he gets killed by the baddie sudeep a powerful businessman nani comes back as a housefly to get his revenge fantasy action fantasy action afterlife reincarnation revenge murder torture bilingual afterlife reincarnation revenge murder torture bilingual sudeepa samantha ruth prabhu nani adithya menon thagubothu ramesh devadarshini chatrapathi sekhar srinivasa reddy s s rajamouli te te
678391,HIT: The First Case,2020,te,"Crime, Thriller, Action","Vikram Rudraraju is a 30-year-old cop working for the Telangana State Police. While Vikram is battling with his own traumatic past, the stakes get high when a girl called Preethi mysteriously disappears in Hyderabad and Vikram has to solve the case at any cost.","hit, vishwaksen","Vishwak Sen, Ruhani Sharma, Murali Sharma, Bhanuchander, Brahmaji, Chaitanya Sagiraju, Naveena Reddy, Ravi Raja",Sailesh Kolanu,/dMxentLHEJPBMQCPXHrUKluODpe.jpg,6.6,51,1.2,vikram rudraraju is a 30 year old cop working for the telangana state police while vikram is battling with his own traumatic past the stakes get high when a girl called preethi mysteriously disappears in hyderabad and vikram has to solve the case at any cost vikram rudraraju is a 30 year old cop working for the telangana state police while vikram is battling with his own traumatic past the stakes get high when a girl called preethi mysteriously disappears in hyderabad and vikram has to solve the case at any cost vikram rudraraju is a 30 year old cop working for the telangana state police while vikram is battling with his own traumatic past the stakes get high when a girl called preethi mysteriously disappears in hyderabad and vikram has to solve the case at any cost crime thriller action crime thriller action hit vishwaksen hit vishwaksen vishwak sen ruhani sharma murali sharma bhanuchander brahmaji chaitanya sagiraju naveena reddy ravi raja sailesh kolanu te te
461126,Rangasthalam,2018,te,"Action, Drama",Chitti Babu begins to suspect his elder brother's life is in danger after they team up to lock horns with their village president and overthrow his unlawful 30 year old regime.,"period drama, caste politics","Ram Charan, Aadhi Pinisetty, Samantha Ruth Prabhu, Jagapati Babu, Prakash Raj, Anasuya Bharadwaj, Mahesh Achanta, Naresh",Sukumar,/yiEzDgBBFC25Zd6z0r7sMngn5vr.jpg,7.091,77,1.1896,chitti babu begins to suspect his elder brother s life is in danger after they team up to lock horns with their village president and overthrow his unlawful 30 year old regime chitti babu begins to suspect his elder brother s life is in danger after they team up to lock horns with their village president and overthrow his unlawful 30 year old regime chitti babu begins to suspect his elder brother s life is in danger after they team up to lock horns with their village president and overthrow his unlawful 30 year old regime action drama action drama period drama caste politics period drama caste politics ram charan aadhi pinisetty samantha ruth prabhu jagapati babu prakash raj anasuya bharadwaj mahesh achanta naresh sukumar te te
